CustomerID,Recency,Frequency,Monetary,Cluster,Segment,Churned,FirstPurchase,LastPurchase,AvgOrderValue,TotalItems,UniqueProducts,CustomerTenureDays
12399,119,7,1962.3,0,Potential Loyalists,0,2010-03-05 08:45:00,2011-08-12 13:15:00,17.83909090909091,2198,67,525
12400,414,1,205.25,1,At Risk,1,2010-10-21 13:45:00,2010-10-21 13:45:00,18.65909090909091,91,11,0
12401,303,1,84.3,1,At Risk,1,2011-02-09 13:50:00,2011-02-09 13:50:00,16.86,11,5,0
12402,323,6,1256.9,1,At Risk,1,2010-02-07 12:41:00,2011-01-20 13:49:00,17.955714285714286,584,43,347
12403,50,2,1019.36,0,Potential Loyalists,0,2010-07-06 11:39:00,2011-10-21 10:51:00,113.26222222222222,260,5,471
12404,682,1,63.24,1,At Risk,1,2010-01-26 16:25:00,2010-01-26 16:25:00,63.24,1,1,0
12405,149,1,1710.39,0,Potential Loyalists,0,2011-07-14 08:52:00,2011-07-14 08:52:00,31.67388888888889,857,54,0
12406,22,5,6390.36,0,Potential Loyalists,0,2010-01-11 14:04:00,2011-11-17 19:22:00,38.49614457831325,3416,114,675
12407,50,5,1708.12,0,Potential Loyalists,0,2011-03-20 13:21:00,2011-10-21 10:11:00,22.18337662337662,1416,57,214
12408,33,8,4340.77,0,Potential Loyalists,0,2010-07-29 13:27:00,2011-11-07 12:27:00,27.30044025157233,2229,104,465
12409,79,7,23419.29,2,Champions,0,2010-05-23 15:21:00,2011-09-22 10:38:00,88.70943181818183,13143,177,486
12410,309,3,1013.71,1,At Risk,1,2010-07-25 13:26:00,2011-02-04 10:39:00,25.342750000000002,341,36,193
12411,410,1,346.9,1,At Risk,1,2010-10-26 09:25:00,2010-10-26 09:25:00,15.768181818181818,138,22,0
12412,75,6,2596.93,0,Potential Loyalists,0,2010-06-18 13:22:00,2011-09-26 10:16:00,20.448267716535433,1997,82,464
12413,67,4,999.45,0,Potential Loyalists,0,2010-11-02 13:26:00,2011-10-04 09:00:00,19.597058823529412,319,41,335
12414,217,6,952.41,0,Potential Loyalists,1,2010-09-02 12:22:00,2011-05-06 14:51:00,34.01464285714286,495,21,246
12415,24,28,29730.420199999626,2,Champions,0,2010-06-30 08:30:00,2011-11-15 14:22:00,156.00255939524837,91447,498,503
12416,657,1,202.56,1,At Risk,1,2010-02-21 10:19:00,2010-02-21 10:19:00,18.414545454545454,132,11,0
12417,3,20,6816.91,3,Loyal Customers,0,2009-12-06 10:30:00,2011-12-06 14:52:00,18.42408108108108,2890,270,730
12418,113,4,2021.2,0,Potential Loyalists,0,2010-03-19 14:47:00,2011-08-19 11:08:00,19.815686274509805,1088,90,517
12419,386,2,503.01,1,At Risk,1,2010-10-22 10:40:00,2010-11-19 10:04:00,20.1204,231,23,27
12420,64,1,600.39,0,Potential Loyalists,0,2011-10-07 08:55:00,2011-10-07 08:55:00,20.70310344827586,345,29,0
12421,16,6,1098.6,0,Potential Loyalists,0,2010-07-22 13:57:00,2011-11-24 09:07:00,16.90153846153846,652,44,489
12422,96,17,5231.8,3,Loyal Customers,0,2009-12-18 12:44:00,2011-09-05 09:48:00,30.417441860465118,2596,137,625
12423,1,10,2622.39,0,Potential Loyalists,0,2010-08-31 09:31:00,2011-12-09 10:10:00,15.893272727272727,1793,128,465
12424,163,4,3340.03,0,Potential Loyalists,0,2010-06-09 15:15:00,2011-06-30 12:06:00,36.30467391304347,2025,78,385
12425,78,2,1741.41,0,Potential Loyalists,0,2010-09-17 14:10:00,2011-09-22 17:31:00,19.136373626373626,1147,87,370
12426,195,2,1345.21,0,Potential Loyalists,1,2010-02-15 08:41:00,2011-05-29 12:26:00,17.470259740259742,584,73,468
12427,22,3,1129.3,0,Potential Loyalists,0,2010-12-03 10:44:00,2011-11-18 08:56:00,27.54390243902439,612,26,349
12428,26,9,7956.46,3,Loyal Customers,0,2011-03-01 09:33:00,2011-11-14 08:22:00,27.062789115646257,3536,258,257
12429,9,8,7485.91,3,Loyal Customers,0,2010-06-11 13:28:00,2011-11-30 17:22:00,43.27115606936416,3344,124,537
12430,43,1,256.4,0,Potential Loyalists,0,2011-10-27 15:09:00,2011-10-27 15:09:00,23.30909090909091,117,11,0
12431,36,27,10857.97,3,Loyal Customers,0,2010-01-15 09:04:00,2011-11-04 11:55:00,26.809802469135807,4717,244,658
12432,43,5,5059.32,0,Potential Loyalists,0,2011-06-20 13:27:00,2011-10-28 11:43:00,46.845555555555556,1801,107,129
12433,1,10,20581.26,2,Champions,0,2010-08-20 09:23:00,2011-12-09 10:02:00,29.15192634560907,17116,285,476
12434,85,3,1103.43,0,Potential Loyalists,0,2010-11-23 13:38:00,2011-09-16 12:38:00,15.763285714285715,532,62,296
12435,80,6,13925.93,3,Loyal Customers,0,2009-12-02 13:58:00,2011-09-21 09:06:00,124.33866071428572,4958,88,657
12436,100,1,509.01,0,Potential Loyalists,0,2011-09-01 12:09:00,2011-09-01 12:09:00,31.813125,211,16,0
12437,2,39,12683.4,2,Champions,0,2009-12-02 16:24:00,2011-12-08 11:35:00,22.52824156305506,8000,273,735
12438,14,2,2906.85,0,Potential Loyalists,0,2011-07-22 13:29:00,2011-11-25 13:28:00,29.66173469387755,1180,84,125
12439,683,2,1158.18,1,At Risk,1,2009-12-14 08:40:00,2010-01-26 12:11:00,16.085833333333333,484,69,43
12440,462,2,859.2,1,At Risk,1,2009-12-22 12:03:00,2010-09-03 13:11:00,26.85,331,21,255
12441,367,1,347.1,1,At Risk,1,2010-12-08 10:45:00,2010-12-08 10:45:00,15.77727272727273,242,11,0
12442,3,1,172.06,0,Potential Loyalists,0,2011-12-06 14:22:00,2011-12-06 14:22:00,14.338333333333333,182,12,0
12443,732,1,485.31,1,At Risk,1,2009-12-07 15:42:00,2009-12-07 15:42:00,23.11,182,21,0
12444,21,5,5005.46,0,Potential Loyalists,0,2011-06-21 14:00:00,2011-11-18 13:23:00,28.440113636363638,1153,138,149
12445,22,2,434.98,0,Potential Loyalists,0,2010-10-15 12:28:00,2011-11-17 18:43:00,18.124166666666667,206,24,398
12446,58,1,1002.31,0,Potential Loyalists,0,2011-10-13 12:50:00,2011-10-13 12:50:00,17.584385964912283,351,57,0
12447,243,1,476.49,0,Potential Loyalists,1,2011-04-10 13:25:00,2011-04-10 13:25:00,18.326538461538462,190,26,0
12448,44,1,449.45,0,Potential Loyalists,0,2011-10-26 13:46:00,2011-10-26 13:46:00,20.429545454545455,243,22,0
12449,22,6,4835.89,0,Potential Loyalists,0,2010-09-27 09:37:00,2011-11-17 13:46:00,24.05915422885572,2282,125,416
12450,156,5,688.2,0,Potential Loyalists,0,2010-08-22 13:11:00,2011-07-06 14:41:00,18.6,442,31,318
12451,11,8,12669.88,3,Loyal Customers,0,2010-06-28 12:58:00,2011-11-29 08:40:00,24.794285714285714,9359,352,518
12452,17,2,430.57,0,Potential Loyalists,0,2011-11-23 08:05:00,2011-11-23 10:28:00,19.57136363636364,185,21,0
12453,134,1,707.09,0,Potential Loyalists,0,2011-07-28 14:08:00,2011-07-28 14:08:00,16.443953488372095,473,43,0
12454,56,5,16679.78,3,Loyal Customers,0,2010-10-14 17:33:00,2011-10-14 17:13:00,416.99449999999996,7703,24,364
12455,73,10,5879.95,3,Loyal Customers,0,2009-12-18 12:33:00,2011-09-27 15:31:00,25.902863436123347,3302,199,648
12456,44,3,3181.04,0,Potential Loyalists,0,2011-03-30 09:12:00,2011-10-26 14:41:00,25.44832,1633,105,210
12457,66,8,2995.91,0,Potential Loyalists,0,2010-09-30 17:59:00,2011-10-04 13:13:00,35.665595238095236,1094,63,368
12458,71,4,1777.49,0,Potential Loyalists,0,2010-08-09 10:33:00,2011-09-29 15:25:00,21.160595238095237,986,71,416
12459,605,1,454.36,1,At Risk,1,2010-04-13 14:53:00,2010-04-13 14:53:00,19.754782608695653,258,23,0
12460,456,1,326.65,1,At Risk,1,2010-09-09 13:51:00,2010-09-09 13:51:00,18.147222222222222,170,18,0
12461,94,2,826.88,0,Potential Loyalists,0,2011-07-08 10:23:00,2011-09-06 16:57:00,23.62514285714286,287,35,60
12462,19,2,1189.59,0,Potential Loyalists,0,2011-02-09 14:44:00,2011-11-21 09:11:00,19.186935483870965,536,51,284
12463,53,4,1344.78,0,Potential Loyalists,0,2011-04-12 12:47:00,2011-10-17 13:44:00,16.202168674698793,776,65,188
12464,10,8,1212.05,0,Potential Loyalists,0,2011-02-03 13:30:00,2011-11-29 13:33:00,41.79482758620689,112,6,299
12465,17,2,742.1899999999999,0,Potential Loyalists,0,2011-06-23 13:37:00,2011-11-22 16:34:00,15.791276595744682,479,46,152
12466,682,1,56.73,1,At Risk,1,2010-01-26 16:26:00,2010-01-26 16:26:00,56.73,1,1,0
12467,423,1,132.8,1,At Risk,1,2010-10-12 15:41:00,2010-10-12 15:41:00,14.755555555555556,129,9,0
12468,188,5,3670.74,0,Potential Loyalists,1,2010-01-26 10:09:00,2011-06-05 11:36:00,24.471600000000002,2201,127,495
12469,523,2,3070.54,1,At Risk,1,2010-06-21 10:30:00,2010-07-05 12:40:00,40.40184210526316,2552,76,14
12470,690,1,211.95,1,At Risk,1,2010-01-19 11:01:00,2010-01-19 11:01:00,9.215217391304348,95,23,0
12471,2,46,29730.420199999626,2,Champions,0,2009-12-07 10:41:00,2011-12-07 15:43:00,35.148452066842566,16882,255,730
12472,32,19,17880.59,2,Champions,0,2009-12-14 10:49:00,2011-11-07 14:01:00,19.62743139407245,11350,397,693
12473,29,5,3938.55,0,Potential Loyalists,0,2011-06-01 10:15:00,2011-11-10 13:46:00,23.44375,2439,140,162
12474,17,31,12424.45,2,Champions,0,2010-02-11 09:41:00,2011-11-22 14:39:00,17.499225352112678,7954,369,649
12475,54,2,1149.64,0,Potential Loyalists,0,2010-10-26 08:49:00,2011-10-17 10:10:00,18.846557377049184,771,54,356
12476,16,23,14115.41,2,Champions,0,2010-07-26 09:04:00,2011-11-24 12:40:00,27.35544573643411,5645,358,486
12477,23,9,20276.37,2,Champions,0,2010-03-26 14:01:00,2011-11-17 09:51:00,35.95101063829787,6119,295,600
12478,4,1,680.99,0,Potential Loyalists,0,2011-12-06 09:56:00,2011-12-06 09:56:00,18.91638888888889,236,36,0
12479,11,1,527.2,0,Potential Loyalists,0,2011-11-28 13:26:00,2011-11-28 13:26:00,17.006451612903227,385,31,0
12480,28,7,5464.85,3,Loyal Customers,0,2010-07-20 13:21:00,2011-11-11 14:52:00,22.58202479338843,2952,177,479
12481,23,15,12361.39,3,Loyal Customers,0,2010-04-11 13:10:00,2011-11-17 08:29:00,31.61480818414322,7253,248,584
12482,576,29,23691.4,2,Champions,1,2010-02-24 10:24:00,2010-05-12 16:51:00,116.1343137254902,27042,42,77
12483,17,19,5120.58,3,Loyal Customers,0,2010-01-31 13:28:00,2011-11-22 17:02:00,36.83870503597122,2172,68,660
12484,33,12,6370.15,3,Loyal Customers,0,2010-01-27 16:41:00,2011-11-07 11:37:00,13.410842105263157,3271,329,648
12485,529,1,708.1,1,At Risk,1,2010-06-28 15:22:00,2010-06-28 15:22:00,20.826470588235296,414,34,0
12486,432,1,1037.28,1,At Risk,1,2010-10-04 12:14:00,2010-10-04 12:14:00,21.168979591836734,523,49,0
12487,731,1,285.29999999999995,1,At Risk,1,2009-12-09 11:36:00,2009-12-09 11:36:00,142.65,174,2,0
12488,10,3,1298.66,0,Potential Loyalists,0,2011-09-25 10:34:00,2011-11-30 08:50:00,23.612000000000002,529,46,65
12489,336,1,334.93,1,At Risk,1,2011-01-07 13:13:00,2011-01-07 13:13:00,22.328666666666667,105,15,0
12490,5,21,9823.64,3,Loyal Customers,0,2009-12-01 12:52:00,2011-12-04 16:07:00,21.26329004329004,5906,195,733
12491,39,1,460.4,0,Potential Loyalists,0,2011-11-01 12:18:00,2011-11-01 12:18:00,17.70769230769231,260,25,0
12492,63,3,715.21,0,Potential Loyalists,0,2010-11-01 14:58:00,2011-10-07 15:15:00,17.028809523809525,444,38,340
12493,166,2,433.74,0,Potential Loyalists,0,2011-05-26 14:53:00,2011-06-27 10:17:00,19.715454545454545,207,20,31
12494,16,9,1872.87,0,Potential Loyalists,0,2010-05-12 13:52:00,2011-11-24 09:34:00,16.872702702702703,988,83,560
12495,641,1,357.4,1,At Risk,1,2010-03-09 10:53:00,2010-03-09 10:53:00,21.023529411764706,130,17,0
12496,620,2,54.09,1,At Risk,1,2010-03-29 13:57:00,2010-03-29 14:06:00,4.160769230769231,33,10,0
12497,82,3,6248.5,0,Potential Loyalists,0,2010-03-05 09:39:00,2011-09-19 12:29:00,109.62280701754386,5685,41,563
12498,21,3,403.7000000000001,0,Potential Loyalists,0,2011-10-13 09:30:00,2011-11-18 12:53:00,17.55217391304348,159,21,36
12499,560,1,393.72,1,At Risk,1,2010-05-28 15:12:00,2010-05-28 15:12:00,14.582222222222223,302,27,0
12500,23,19,5955.21,3,Loyal Customers,0,2010-02-04 15:05:00,2011-11-16 16:20:00,40.7891095890411,3377,88,650
12501,337,1,2169.39,1,At Risk,1,2011-01-07 12:28:00,2011-01-07 12:28:00,14.559664429530201,1783,149,0
12502,96,5,3723.87,0,Potential Loyalists,0,2011-02-03 10:41:00,2011-09-05 11:52:00,25.332448979591835,820,102,214
12503,584,1,1126.0,1,At Risk,1,2010-05-04 13:59:00,2010-05-04 13:59:00,563.0,561,2,0
12504,18,4,779.05,0,Potential Loyalists,0,2010-04-22 10:24:00,2011-11-21 16:02:00,38.9525,458,11,578
12505,409,1,955.2,1,At Risk,1,2010-10-27 09:18:00,2010-10-27 09:18:00,22.742857142857144,324,42,0
12506,233,1,73.5,0,Potential Loyalists,1,2011-04-21 08:54:00,2011-04-21 08:54:00,3.1956521739130435,23,23,0
12507,134,4,1844.06,0,Potential Loyalists,0,2010-05-04 09:23:00,2011-07-28 17:09:00,37.633877551020404,1256,46,450
12508,26,2,398.27,0,Potential Loyalists,0,2011-11-10 16:27:00,2011-11-13 15:37:00,5.772028985507246,272,57,2
12509,284,1,176.5,1,At Risk,1,2011-02-28 14:45:00,2011-02-28 14:45:00,25.214285714285715,55,7,0
12510,143,9,5178.02,3,Loyal Customers,0,2009-12-04 13:47:00,2011-07-20 10:15:00,35.71048275862069,2049,94,592
12511,429,1,3084.02,1,At Risk,1,2010-10-07 10:39:00,2010-10-07 10:39:00,16.231684210526314,1753,190,0
12512,66,2,138.03,0,Potential Loyalists,0,2011-10-04 14:53:00,2011-10-04 14:55:00,4.059705882352941,99,31,0
12513,113,1,612.29,0,Potential Loyalists,0,2011-08-19 10:51:00,2011-08-19 10:51:00,17.494,462,35,0
12514,267,2,1597.76,0,Potential Loyalists,1,2010-03-08 12:18:00,2011-03-17 16:38:00,19.02095238095238,840,76,374
12515,353,1,383.7,1,At Risk,1,2010-12-21 15:43:00,2010-12-21 15:43:00,23.98125,131,16,0
12516,78,4,2648.62,0,Potential Loyalists,0,2010-04-19 14:14:00,2011-09-23 09:13:00,35.792162162162164,1952,49,521
12517,28,5,2502.84,0,Potential Loyalists,0,2011-06-02 15:13:00,2011-11-11 14:04:00,8.812816901408452,1371,232,161
12518,1,5,2056.89,0,Potential Loyalists,0,2011-08-21 13:18:00,2011-12-09 10:13:00,16.58782258064516,1318,84,109
12519,64,2,726.54,0,Potential Loyalists,0,2010-08-20 08:21:00,2011-10-07 09:26:00,18.1635,395,34,413
12520,79,5,2634.26,0,Potential Loyalists,0,2011-03-11 11:35:00,2011-09-21 15:23:00,17.330657894736845,1439,121,194
12521,143,1,599.68,0,Potential Loyalists,0,2011-07-20 10:51:00,2011-07-20 10:51:00,15.781052631578946,309,38,0
12522,39,2,192.72,0,Potential Loyalists,0,2011-10-19 14:41:00,2011-10-31 15:30:00,16.06,194,11,12
12523,19,23,4372.15,3,Loyal Customers,0,2009-12-07 13:46:00,2011-11-20 12:55:00,17.488599999999998,2275,176,712
12524,9,17,11126.11,3,Loyal Customers,0,2010-02-08 14:41:00,2011-11-30 15:31:00,46.35879166666667,7178,157,660
12525,498,3,973.73,1,At Risk,1,2010-03-02 14:01:00,2010-07-29 16:08:00,16.228833333333334,509,56,149
12526,1,3,1316.66,0,Potential Loyalists,0,2011-09-06 14:19:00,2011-12-09 12:09:00,18.54450704225352,632,64,93
12527,82,5,735.51,0,Potential Loyalists,0,2010-06-28 15:37:00,2011-09-19 11:55:00,22.9846875,526,26,447
12528,9,6,1933.48,0,Potential Loyalists,0,2011-01-31 09:05:00,2011-11-30 14:40:00,21.01608695652174,756,50,303
12529,528,1,316.48,1,At Risk,1,2010-06-29 13:10:00,2010-06-29 13:10:00,15.07047619047619,192,21,0
12530,60,9,3759.26,3,Loyal Customers,0,2010-03-07 14:37:00,2011-10-11 12:34:00,23.792784810126584,2713,94,582
12531,15,2,1933.2,0,Potential Loyalists,0,2010-01-22 14:17:00,2011-11-25 11:12:00,15.222047244094489,1119,126,671
12532,30,1,349.83000000000004,0,Potential Loyalists,0,2011-11-09 13:47:00,2011-11-09 13:47:00,21.864375000000003,153,16,0
12533,628,2,1367.89,1,At Risk,1,2009-12-01 11:50:00,2010-03-22 10:56:00,18.998472222222222,704,63,110
12534,131,1,1089.18,0,Potential Loyalists,0,2011-08-01 10:26:00,2011-08-01 10:26:00,17.28857142857143,651,63,0
12535,92,2,716.35,0,Potential Loyalists,0,2011-06-06 12:47:00,2011-09-09 08:48:00,21.069117647058825,219,28,94
12536,43,3,12601.830000000002,3,Loyal Customers,0,2011-10-11 14:52:00,2011-10-27 14:20:00,48.282873563218395,2803,260,15
12537,409,1,732.94,1,At Risk,1,2010-10-27 08:36:00,2010-10-27 08:36:00,17.04511627906977,449,43,0
12538,29,2,640.45,0,Potential Loyalists,0,2010-11-26 13:02:00,2011-11-10 17:16:00,18.836764705882356,336,33,349
12539,22,7,11214.75,3,Loyal Customers,0,2009-12-23 13:00:00,2011-11-17 13:30:00,22.251488095238095,4535,276,694
12540,20,33,22254.49,2,Champions,0,2009-12-07 16:56:00,2011-11-20 11:31:00,28.864448767833984,11019,354,712
12541,30,3,981.18,0,Potential Loyalists,0,2011-03-04 09:32:00,2011-11-10 10:40:00,18.868846153846153,680,46,251
12542,484,2,481.88,1,At Risk,1,2010-03-09 16:26:00,2010-08-12 19:12:00,12.355897435897436,522,39,156
12543,448,1,980.25,1,At Risk,1,2010-09-17 15:51:00,2010-09-17 15:51:00,22.796511627906977,688,43,0
12544,36,1,372.7,0,Potential Loyalists,0,2011-11-03 16:15:00,2011-11-03 16:15:00,19.61578947368421,136,19,0
12545,75,2,1000.39,0,Potential Loyalists,0,2011-03-25 12:04:00,2011-09-25 13:39:00,20.0078,523,42,184
12546,47,2,1161.5,0,Potential Loyalists,0,2011-09-23 09:44:00,2011-10-24 12:09:00,16.833333333333332,633,59,31
12547,198,3,383.58,0,Potential Loyalists,1,2010-07-27 13:55:00,2011-05-26 12:38:00,18.265714285714285,309,13,302
12548,166,1,95.2,0,Potential Loyalists,0,2011-06-26 15:35:00,2011-06-26 15:35:00,19.04,49,5,0
12549,576,6,1575.68,1,At Risk,1,2010-01-11 12:29:00,2010-05-13 12:05:00,32.15673469387755,1366,38,121
12550,79,1,964.83,0,Potential Loyalists,0,2011-09-21 14:35:00,2011-09-21 14:35:00,16.92684210526316,569,57,0
12551,358,1,168.0,1,At Risk,1,2010-12-17 11:23:00,2010-12-17 11:23:00,16.8,100,10,0
12552,39,2,437.82,0,Potential Loyalists,0,2011-10-31 12:11:00,2011-11-01 10:02:00,21.891,88,20,0
12553,8,12,4608.75,3,Loyal Customers,0,2010-10-12 13:35:00,2011-12-01 16:38:00,19.36449579831933,2325,109,415
12554,449,1,468.5,1,At Risk,1,2010-09-17 12:29:00,2010-09-17 12:29:00,18.01923076923077,240,26,0
12555,682,1,129.23,1,At Risk,1,2010-01-26 16:26:00,2010-01-26 16:26:00,129.23,1,1,0
12556,50,2,603.71,0,Potential Loyalists,0,2011-07-11 13:35:00,2011-10-20 13:06:00,4.989338842975207,358,100,100
12557,16,8,18716.14,3,Loyal Customers,0,2009-12-17 10:39:00,2011-11-23 16:59:00,322.69206896551725,6782,15,706
12558,8,1,269.96,0,Potential Loyalists,0,2011-12-02 10:41:00,2011-12-02 10:41:00,24.54181818181818,196,11,0
12559,311,2,561.71,1,At Risk,1,2011-01-24 10:12:00,2011-02-02 09:49:00,26.74809523809524,283,21,8
12560,5,3,2134.01,0,Potential Loyalists,0,2011-07-19 15:55:00,2011-12-04 13:54:00,20.323904761904764,1110,91,137
12561,303,1,238.85,1,At Risk,1,2011-02-10 11:39:00,2011-02-10 11:39:00,14.928125,177,16,0
12562,8,9,4966.92,3,Loyal Customers,0,2010-09-30 13:13:00,2011-12-01 17:20:00,23.99478260869565,2327,113,427
12563,409,1,249.24,1,At Risk,1,2010-10-27 09:52:00,2010-10-27 09:52:00,19.172307692307694,113,13,0
12564,261,1,456.9,0,Potential Loyalists,1,2011-03-23 14:55:00,2011-03-23 14:55:00,21.75714285714286,133,21,0
